researcher_id,full_name,community,modal_for_l2,modal_for_l4,modal_institution,modal_country,name_gender
ur.0615046657.01,Hai-Gang Ren,42,Biomedical and Clinical Sciences,Clinical Sciences,Soochow University,China,Unknown
ur.0615053637.37,Chunying Li,80,Biomedical and Clinical Sciences,Public Health,Harvard University,United States,Unknown
ur.0615054541.73,Daisy Fancourt,27,Health Sciences,Health Services and Systems,University College London,United Kingdom,Female
ur.0615065265.58,Gil Zalsman,14,Biomedical and Clinical Sciences,Clinical Sciences,Tel Aviv University,Israel,Male
ur.0615102402.46,Da Ma,959,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Wake Forest University,United States,Unknown
ur.0615112420.64,Erin L. Van Blarigan,13,Biomedical and Clinical Sciences,Nutrition and Dietetics,"University of California, San Francisco",United States,Female
ur.0615120273.23,Xiaoyan Wang,25,Biomedical and Clinical Sciences,Clinical Sciences,Central South University,China,Female
ur.0615132047.98,Hamed Heydari,1082,Biological Sciences,Genetics,University of Toronto,Canada,Male
ur.0615140370.12,Frank Qian,16,Biomedical and Clinical Sciences,Clinical Sciences,Boston University,United States,Male
ur.0615142477.79,Oliver Fiehn,74,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,"University of California, Davis",United States,Male
ur.0615142516.34,Yahong Chen,16,Health Sciences,Epidemiology,Peking University,China,Unknown
ur.0615145147.90,Rebecca E. Graff,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,"University of California, San Francisco",United States,Female
ur.0615164412.40,Margaret M Heitkemper,35,Biomedical and Clinical Sciences,Clinical Sciences,University of South Carolina,United States,Female
ur.0615172362.44,David Rojas-Rueda,9,Health Sciences,Epidemiology,Colorado State University Fort Collins,United States,Male
ur.0615174463.35,Guillaume Bourque,3,Health Sciences,Epidemiology,McGill University,Canada,Male
ur.0615174742.41,Hanna Davies,22,Biological Sciences,Genetics,Uppsala University,Sweden,Female
ur.0615206533.09,Jon G. Jonasson,22,Biological Sciences,Genetics,University of Iceland,Iceland,Male
ur.0615232727.35,Mark Haupt,2,Biomedical and Clinical Sciences,Clinical Sciences,"Ariel Precision Medicine, Inc., Pittsburgh, Pennsylvania, USA;",United States,Male
ur.0615234161.65,M. Wichers,3,Psychology,Social and Personality Psychology,Maastricht University,Netherlands,Female
ur.0615240665.00,Erika M. Kvikstad,5,Biological Sciences,Genetics,Bristol Myers Squibb Co,United States,Female
ur.0615241756.74,Yuk Yee Leung,10,Biological Sciences,Epidemiology,University of Pennsylvania,United States,Female
ur.0615242113.96,Matthew O. Parker,129,Biomedical and Clinical Sciences,Neurosciences,University of Portsmouth,United Kingdom,Male
ur.0615245642.25,Howard J Jacob,17,Biomedical and Clinical Sciences,Clinical Sciences,AbbVie Inc,United States,Male
ur.0615255505.12,Stener Nerland,3,Biomedical and Clinical Sciences,Biological Psychology,Diakonhjemmet Hospital,Norway,Male
ur.0615260510.96,Xin Wang,875,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Shandong University,China,Female
ur.0615300115.07,Jason Denton,1,Biomedical and Clinical Sciences,Clinical Sciences,United States Department of Veterans Affairs,United States,Male
ur.0615320225.43,Carlos A. Molina,31,Health Sciences,Epidemiology,Vall d'Hebron Hospital Universitari,Spain,Male
ur.0615320655.21,Andrew Darnton,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Health and Safety Executive,United Kingdom,Male
ur.0615343625.40,Yongyue Wei,24,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Nanjing Medical University,China,Unknown
ur.0615353353.49,Gil Atzmon,1,Biological Sciences,Genetics,Albert Einstein College of Medicine,United States,Male
ur.0615362216.69,Christel M. Middeldorp,1,Biomedical and Clinical Sciences,Biological Psychology,University of Queensland,Australia,Female
ur.0615364350.59,Marcos Sanches,15,Biomedical and Clinical Sciences,Biological Psychology,Centre for Addiction and Mental Health,Canada,Male
ur.0615377113.41,Kathleen G Mountjoy,5,Biomedical and Clinical Sciences,Medical Biotechnology,University of Auckland,New Zealand,Female
ur.0615402563.51,Peter Whitfield,31,Biomedical and Clinical Sciences,Clinical Sciences,University Hospitals Plymouth NHS Trust,United Kingdom,Male
ur.0615413354.51,AMANDA PALUCH,1,Biomedical and Clinical Sciences,Health Services and Systems,University of Massachusetts Amherst,United States,Female
ur.0615417510.81,Zhijun Xie,1,Biological Sciences,Genetics,Boston University,China,Unknown
ur.0615425753.20,Tanja B Grammer,1,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Heidelberg University,Germany,Female
ur.0615426433.74,Xianliang Zhou,64,Biomedical and Clinical Sciences,Clinical Sciences,"Fuwai Hospital, CAMS&PUMC",China,Unknown
ur.0615432020.03,Ahmed Ghallab,6,Biological Sciences,Microbiology,South Valley University,Germany,Male
ur.0615434552.96,Qidong Zhang,60,Biomedical and Clinical Sciences,,China-Japan Friendship Hospital,China,Male
ur.0615435423.37,Maurício Ibrahim Scanavacca,1,Biomedical and Clinical Sciences,Clinical Sciences,Universidade de São Paulo,Brazil,Male
ur.0615443566.01,Qiying Sun,45,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,Unknown
ur.0615476341.20,Sören Mucha,1,Biological Sciences,Epidemiology,University of Lübeck,Germany,Male
ur.0615477165.34,Lisa de las Fuentes,1,Biomedical and Clinical Sciences,Clinical Sciences,Washington University in St. Louis,United States,Female
ur.0615510633.03,Eric A Pierce,11,Biological Sciences,Genetics,Harvard University,United States,Male
ur.0615514733.45,Carol A. Mathews,10,Biological Sciences,Genetics,University of Florida,United States,Female
ur.0615530236.50,Julio Molineros,912,Biological Sciences,Epidemiology,Janssen Pharmaceuticals Inc,United States,Male
ur.0615534740.39,Rolf Burghaus,6,Biomedical and Clinical Sciences,Clinical Sciences,Bayer AG,Germany,Male
ur.0615540764.40,Velandai Srikanth,36,Biomedical and Clinical Sciences,Clinical Sciences,Monash University,Australia,Unknown
ur.0615554653.03,Karen R. Rabin,2,Biological Sciences,Genetics,Baylor College of Medicine,United States,Female
ur.0615562545.54,Mattias Forsberg,53,Biological Sciences,Biochemistry and Cell Biology,KTH Royal Institute of Technology,Sweden,Male
ur.0615565341.96,Aurèlie Pain,3,Biomedical and Clinical Sciences,Biological Psychology,Centre Hospitalier Universitaire Voudois,Switzerland,Female
ur.0615602015.03,Fei Wu,57,Biomedical and Clinical Sciences,Biomedical Engineering,Zhejiang University,China,Unknown
ur.0615606020.28,Zeinab Bidel,23,Biomedical and Clinical Sciences,Clinical Sciences,University of Oxford,United Kingdom,Female
ur.0615606726.68,Samuel K. Lee,17,Biological Sciences,Bioinformatics and Computational Biology,Broad Institute,United States,Male
ur.0615627444.01,Maria Sabater Molina,28,Biological Sciences,Genetics,Instituto Murciano de Investigación Biosanitaria,Spain,Female
ur.0615633351.83,René C. L. Olsthoorn,373,Biological Sciences,Genetics,Leiden University,Netherlands,Male
ur.0615633375.33,Qing Yun Li,239,Biomedical and Clinical Sciences,Nutrition and Dietetics,Shanghai Jiao Tong University,China,Female
ur.0615641147.33,Elham Kharazmi,2,Biomedical and Clinical Sciences,Clinical Sciences,Lund University,Germany,Female
ur.0615641363.47,Kezia Gaitskell,23,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Oxford,United Kingdom,Female
ur.0615655754.93,Elba Llop,21,Biomedical and Clinical Sciences,Clinical Sciences,Hospital Universitario Puerta de Hierro Majadahonda,Spain,Female
ur.0615677722.48,Tan An Dang,1,Biomedical and Clinical Sciences,Medical Physiology,German Centre for Cardiovascular Research,Germany,Male
ur.0615701451.96,Rixing Bai,21,Biomedical and Clinical Sciences,Clinical Sciences,Beijing Tian Tan Hospital,China,Unknown
ur.0615703525.82,Elisabet Waldenlind,1,Biomedical and Clinical Sciences,Clinical Sciences,Karolinska Institutet,Sweden,Female
ur.0615704063.11,Rosemary Green,2,Biomedical and Clinical Sciences,Nutrition and Dietetics,London School of Hygiene & Tropical Medicine,United Kingdom,Female
ur.0615707453.29,Andrew A. Adjei,2,Biological Sciences,Genetics,University of Ghana,Ghana,Male
ur.0615716242.42,Adam Brentnall,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Queen Mary University of London,United Kingdom,Male
ur.0615720251.26,Peter T. Campbell,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,American Cancer Society,United States,Male
ur.0615722471.03,Rick A. Kittles,2,Biological Sciences,Genetics,City of Hope,United States,Male
ur.0615722757.48,Matthew Cunningham,89,Biomedical and Clinical Sciences,Clinical Sciences,Hospital for Special Surgery,United States,Male
ur.0615733571.70,Yun-Fei Liao,16,Biomedical and Clinical Sciences,Clinical Sciences,Union Hospital Tongji Medical College Huazhong University of Science and Technology,China,Unknown
ur.0615752425.19,Melissa A. Basford,11,Biological Sciences,Genetics,Vanderbilt University Medical Center,United States,Female
ur.0615753345.21,Qian Di,262,Biomedical and Clinical Sciences,Immunology,Tsinghua University,China,Unknown
ur.0615770762.43,Koen Poesen,10,Biomedical and Clinical Sciences,Biological Psychology,KU Leuven,Belgium,Male
ur.0615777631.13,Imogen Moran,13,Biological Sciences,Biochemistry and Cell Biology,Garvan Institute of Medical Research,Australia,Female
ur.0616003437.07,Claudia Langenberg,5,Biological Sciences,Genetics,MRC Epidemiology Unit,United Kingdom,Female
ur.0616004676.14,Ruoqian Cheng,1453,Biomedical and Clinical Sciences,Paediatrics,Children's Hospital of Fudan University,China,Unknown
ur.0616032634.18,Heikki Joensuu,1,Biomedical and Clinical Sciences,Clinical Sciences,Helsinki University Hospital,Finland,Male
ur.0616046663.75,Dirk Valkenborg,48,Biological Sciences,Epidemiology,Hasselt University,Belgium,Male
ur.0616057533.83,Barbara Anne Jennings,68,Biomedical and Clinical Sciences,Epidemiology,University of East Anglia,United Kingdom,Female
ur.0616062417.37,Joshua F Baker,6,Biomedical and Clinical Sciences,Clinical Sciences,University of Pennsylvania,United States,Male
ur.0616075214.04,Auli Siren,1,Biomedical and Clinical Sciences,Clinical Sciences,Kanta-Hämeen Keskussairaala,Finland,Female
ur.0616103274.09,Li-ming Gan,5,Health Sciences,Epidemiology,"Ribocure Pharmaceuticals AB, Mölndal, Sweden",Sweden,Unknown
ur.0616105355.88,Luise Poustka,3,Psychology,Biological Psychology,Universitätsmedizin Göttingen,Germany,Female
ur.0616111525.97,Johannes Hertel,1,Biological Sciences,Genetics,University of Greifswald,Germany,Male
ur.0616127130.35,Michiel Kleinnijenhuis,3,Psychology,Biological Psychology,Wellcome Centre for Integrative Neuroimaging,United Kingdom,Male
ur.0616127355.10,Laura Perna,1,Psychology,Biological Psychology,German Cancer Research Center,Germany,Female
ur.0616133265.19,C. Gregory Elliott,2,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Utah,United States,Male
ur.0616134741.42,Karolin Isaksson,87,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Lund University,Sweden,Female
ur.0616147416.36,Ruowang Li,6,Health Sciences,Epidemiology,Cedars-Sinai Medical Center,United States,Unknown
ur.0616213151.59,Zhongxiang Ding,1621,Biological Sciences,,Zhejiang University,China,Unknown
ur.0616213725.44,Yong Xie,29,Biomedical and Clinical Sciences,Clinical Sciences,Chinese PLA General Hospital,China,Unknown
ur.0616217555.49,Xiaonan Wang,1640,Biomedical and Clinical Sciences,Reproductive Medicine,Shanghai Jiao Tong University,China,Unknown
ur.0616225166.64,Kehu Yang,51,Biomedical and Clinical Sciences,Clinical Sciences,Lanzhou University,China,Unknown
ur.0616230730.85,Philipp Hendrix,31,Biomedical and Clinical Sciences,Clinical Sciences,Universitätsklinikum des Saarlandes,Germany,Male
ur.0616235631.84,Corinna Montrone,35,Biological Sciences,Cardiovascular Medicine and Haematology,Helmholtz Zentrum München,Germany,Female
ur.0616242774.25,Essi Kaiharju,1,Biological Sciences,Genetics,Finnish Institute for Health and Welfare,Finland,Female
ur.0616256460.84,John L. Hopper,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,University of Melbourne,Australia,Male
ur.0616262206.03,Helgi B. Schiöth,75,Biomedical and Clinical Sciences,Clinical Sciences,Uppsala University,Sweden,Male
ur.0616275520.30,Paulo H Ferreira,18,Biomedical and Clinical Sciences,Clinical Sciences,The University of Sydney,Australia,Male
ur.0616302255.02,Masato Isono,1,Health Sciences,Epidemiology,National Center for Global Health and Medicine,Japan,Male
ur.0616305374.23,Liangle Yang,16,Biomedical and Clinical Sciences,Epidemiology,Tongji Medical College of Huazhong University of Science and Technology,China,Unknown
ur.0616310657.15,Hyojung Paik,17,Biological Sciences,Bioinformatics and Computational Biology,Korea Institute of Science & Technology Information,South Korea,Female
ur.0616333672.02,Kwun Kei Ng,8,Psychology,Applied and Developmental Psychology,National University of Singapore,Singapore,Unknown
ur.0616340630.00,Sylvia H. Ley,16,Biomedical and Clinical Sciences,Epidemiology,Harvard University,United States,Female
ur.0616357771.60,Julian Solway,38,Biological Sciences,Epidemiology,University of Chicago,United States,Male
ur.0616374305.51,Corinde E. Wiers,15,Biological Sciences,Biological Psychology,University of Pennsylvania,United States,Unknown
ur.0616404234.39,Ankita Chatterjee,21,Biomedical and Clinical Sciences,Clinical Sciences,National Institute of Biomedical Genomics,India,Female
ur.0616411107.09,Sally Chappell,9,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Nottingham,United Kingdom,Female
ur.0616413132.36,Max O Bachmann,68,Health Sciences,Health Services and Systems,University of East Anglia,United Kingdom,Male
ur.0616416622.93,Joel Ramirez,19,Biomedical and Clinical Sciences,Biological Psychology,University of Toronto,Canada,Male
ur.0616422352.37,Dzmitry Fedarovich,6,Biomedical and Clinical Sciences,Health Services and Systems,Rancho BioSciences (United States),United States,Male
ur.0616436231.52,Hildur S. Sveinsdóttir,129,Biomedical and Clinical Sciences,Neurosciences,"3Z, Menntavegur 1, Reykjavík, Iceland",Iceland,Female
ur.0616452021.63,Francesco Ursini,479,Biomedical and Clinical Sciences,Clinical Sciences,Istituto Ortopedico Rizzoli,Italy,Male
ur.0616464166.52,D.J. Torgerson,13,Biomedical and Clinical Sciences,Clinical Sciences,University of York,United Kingdom,Male
ur.0616471722.65,Xianbin Ding,69,Biomedical and Clinical Sciences,,"Chongqing Municipal Center for Disease Control and Prevention, Chongqing, China",China,Male
ur.0616477711.58,Christoph Abe,32,"Commerce, Management, Tourism and Services","Banking, Finance and Investment",Karolinska Institutet,Sweden,Male
ur.0616502130.48,S.G. van Duinen,31,Biological Sciences,Genetics,Leiden University Medical Center,Netherlands,Male
ur.0616537517.06,Kenny Nguyen,6,Health Sciences,Epidemiology,Children's Hospital of Philadelphia,United States,Male
ur.0616545224.34,Stephane E. Castel,9,Biological Sciences,Genetics,Columbia University,United States,Male
ur.0616570637.13,Erica Greenberg,1,Biological Sciences,Biological Psychology,Massachusetts General Hospital,United States,Female
ur.0616574020.10,Xiaoqun Zhu,241,Biomedical and Clinical Sciences,Clinical Sciences,First Affiliated Hospital of Anhui Medical University,China,Unknown
ur.0616614047.40,Droplaug N. Magnusdottir,22,Biological Sciences,Genetics,Decode Genetics ehf,Iceland,Female
ur.0616623042.98,Vito D. Bruno,445,Biological Sciences,Zoology,Bristol Royal Infirmary,United Kingdom,Male
ur.0616627130.26,Nicole Sirotin,19,Health Sciences,Health Services and Systems,Cleveland Clinic Abu Dhabi,United Arab Emirates,Female
ur.0616640732.18,Shan Ou,65,Health Sciences,Epidemiology,First People’s Hospital of Chengdu,,Male
ur.0616663563.02,Stefano Duga,1,Biomedical and Clinical Sciences,Clinical Sciences,IRCCS Humanitas Research Hospital,Italy,Male
ur.0616673222.47,Amy Smith,7,Biological Sciences,Genetics,Imperial College London,United Kingdom,Female
ur.0616702615.11,Hee-Jeong Jin,38,Biological Sciences,Genetics,Korea Institute of Oriental Medicine,South Korea,Female
ur.0616711673.83,Wenhao Jiang,3,Biological Sciences,Biological Psychology,Southeast University,China,Male
ur.0616732035.98,Julian Varghese,87,Biomedical and Clinical Sciences,Clinical Sciences,University of Münster,Germany,Male
ur.0616744115.68,Jiangxia Wang,19,Psychology,Biological Psychology,Johns Hopkins University,United States,Unknown
ur.0616746357.11,Marie M Cantwell,62,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,Queen's University Belfast,United Kingdom,Female
ur.0616750722.14,Sunna Snaedal,10,Biomedical and Clinical Sciences,Clinical Sciences,National University Hospital of Iceland,Iceland,Female
ur.0616751650.84,Raji P Grewal,1,Biological Sciences,Genetics,Seton Hall University,United States,Male
ur.0616762234.08,Marion T. van den Bosch,13,Biological Sciences,Epidemiology,Canada's Michael Smith Genome Sciences Centre,Canada,Female
ur.0616763301.28,Auli Toivola,1,Biological Sciences,Genetics,Finnish Institute for Health and Welfare,Finland,Female
ur.0616764172.15,Evgenia Ostroumova,2,Biomedical and Clinical Sciences,Clinical Sciences,International Agency for Research on Cancer,France,Female
ur.0617000203.63,Alice E Thackray,9,Biomedical and Clinical Sciences,Public Health,Loughborough University,United Kingdom,Female
ur.0617001151.20,Nicholas Rafaels,1,Biological Sciences,Genetics,University of Colorado Anschutz Medical Campus,United States,Male
ur.0617002135.32,Justin Jeon,5,Biomedical and Clinical Sciences,Clinical Sciences,MRC Epidemiology Unit,United Kingdom,Male
ur.0617002622.40,Depei Wu,66,Biological Sciences,Genetics,First Affiliated Hospital of Soochow University,China,Unknown
ur.0617007123.51,Satria P. Sajuthi,9,Biological Sciences,Genetics,National Jewish Health,United States,Male
ur.0617016353.36,Xin He,489,Biomedical and Clinical Sciences,Clinical Sciences,Zhongshan People's Hospital,China,Female
ur.0617040060.41,Xinzhu Wei,17,Biological Sciences,Genetics,"University of California, Berkeley",United States,Unknown
ur.0617043154.75,Junbo Ge,28,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Zhongshan Hospital,China,Male
ur.0617045155.79,Romain Lévy,20,Biological Sciences,Biochemistry and Cell Biology,Hôpital Necker-Enfants Malades,France,Male
ur.0617057251.95,Shuzhi Feng,34,Biomedical and Clinical Sciences,Statistics,Tianjin Medical University,China,Unknown
ur.0617062603.51,Donna Conlon,6,Biomedical and Clinical Sciences,Clinical Sciences,University of Pennsylvania,United States,Female
ur.0617070177.36,Bani Tamraz,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,"University of California, San Francisco",United States,Female
ur.0617077157.62,Peter Brocklehurst,274,Biological Sciences,Microbiology,University of Birmingham,United Kingdom,Male
ur.0617104520.13,Victor W Zhong,21,Biomedical and Clinical Sciences,Epidemiology,Shanghai Jiao Tong University,China,Male
ur.0617110151.79,Qing Xie,21,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Jiao Tong University,China,Female
ur.0617116335.47,Hayley G Evans,5,Biomedical and Clinical Sciences,Medical Biotechnology,University of Oxford,United Kingdom,Female
ur.0617125362.43,Hongming Pan,545,Biomedical and Clinical Sciences,Epidemiology,Zhejiang University,China,Male
ur.0617133700.53,Alexander L Breeze,8,Biological Sciences,Bioinformatics and Computational Biology,University of Leeds,United Kingdom,Male
ur.0617137634.52,Ying Peng,13,Biomedical and Clinical Sciences,Clinical Sciences,Shanghai Jiao Tong University,China,Female
ur.0617146661.20,Kaijiang Yu,161,Biomedical and Clinical Sciences,,First Affiliated Hospital of Harbin Medical University,China,Unknown
ur.0617151606.29,Bernhard Rupp,28,Biomedical and Clinical Sciences,Clinical Sciences,Innsbruck Medical University,Austria,Male
ur.0617170421.24,Yuchi Han,51,Biological Sciences,Genetics,The Ohio State University,United States,Unknown
ur.0617206270.58,Qing Li,18,Health Sciences,Public Health,Xinjiang University,China,Female
ur.0617215331.41,Mathew G Lewsey,5,Biological Sciences,Biochemistry and Cell Biology,La Trobe University,Australia,Male
ur.0617223732.40,Fredrik Rosqvist,53,Biomedical and Clinical Sciences,Nutrition and Dietetics,Uppsala University,Sweden,Male
ur.0617242661.21,Maria Nordin,27,Health Sciences,Epidemiology,Stockholm University,Sweden,Female
ur.0617264224.24,James C. Vickers,36,Biomedical and Clinical Sciences,Clinical Sciences,University of Tasmania,Australia,Male
ur.0617275001.30,Brendan P. Zietsch,1,Psychology,Biological Psychology,University of Queensland,Australia,Male
ur.0617312732.67,Hanns-Ulrich Marschall,5,Biological Sciences,Genetics,University of Gothenburg,Sweden,Unknown
ur.0617320777.34,Karim Raza,51,Biomedical and Clinical Sciences,Epidemiology,Sandwell & West Birmingham Hospitals NHS Trust,United Kingdom,Male
ur.0617325420.74,Jerker Rönnberg,791,Biomedical and Clinical Sciences,Allied Health and Rehabilitation Science,Linköping University,Sweden,Male
ur.0617343355.21,Robert S Sandler,2,Biomedical and Clinical Sciences,Clinical Sciences,University of North Carolina at Chapel Hill,United States,Male
ur.0617344144.21,Satupa‘itea Viali,1,Biological Sciences,Genetics,National University of Samoa,Samoa,Unknown
ur.0617350611.55,George Y X Kong,33,Engineering,Biomedical Engineering,University of Melbourne,Australia,Male
ur.0617355706.19,B.A. Evans,9,Health Sciences,Health Services and Systems,Swansea University,United Kingdom,Male
ur.0617362256.07,Janet Brooks,10,Biomedical and Clinical Sciences,Genetics,National Institutes of Health,United States,Female
ur.0617374041.43,Alexander Chesover,43,Biological Sciences,Genetics,University of Toronto,Canada,Male
ur.0617422756.50,Derrick Lopez,20,Health Sciences,Health Services and Systems,University of Western Australia,Australia,Male
ur.0617426443.23,Phillippa M. Cumberland,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,UCL Institute of Child Health,United Kingdom,Female
ur.0617435160.19,Jenna C. Carlson,1,Biological Sciences,Genetics,University of Pittsburgh,United States,Female
ur.0617435467.37,Nobutaka Hattori,10,Biological Sciences,Bioinformatics and Computational Biology,Juntendo University,Japan,Male
ur.0617452367.36,Jonas Zierer,13,Biological Sciences,Genetics,King's College London,Switzerland,Male
ur.0617462304.00,Sara Pudas,3,Psychology,Biological Psychology,Umeå University,Sweden,Female
ur.0617476037.33,Monisha E. Nongpiur,8,Biological Sciences,Genetics,Singapore Eye Research Institute,Singapore,Female
ur.0617504751.30,Nathalie Gaudreault,28,Biomedical and Clinical Sciences,Genetics,Institut Universitaire de Cardiologie et de Pneumologie de Québec,Canada,Female
ur.0617506167.48,Nicholas W Chavkin,22,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Virginia,United States,Male
ur.0617510525.63,Aage Haugen,2,Biomedical and Clinical Sciences,Oncology and Carcinogenesis,National Institute of Occupational Health,Norway,Male
ur.0617512041.16,Chuanbo Xie,37,Health Sciences,Epidemiology,Sun Yat-sen University Cancer Center,China,Unknown
ur.0617513745.73,Tae Hyon Ha,11,Health Sciences,Epidemiology,Seoul National University Bundang Hospital,South Korea,Unknown
ur.0617520327.36,Quenna Wong,1,Biomedical and Clinical Sciences,Epidemiology,University of Washington,United States,Female
ur.0617523415.53,Theodore J Iwashyna,12,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,University of Michigan-Ann Arbor,United States,Male
ur.0617544347.20,Shuai Li,18,Health Sciences,Health Services and Systems,University of Melbourne,Australia,Male
ur.0617552661.56,J. Cegla,4,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Imperial College London,United Kingdom,Unknown
ur.0617553001.22,Gabor Mark Somfai,8,Biomedical and Clinical Sciences,Ophthalmology and Optometry,Semmelweis University,Hungary,Male
ur.0617554644.04,Stephen F Kingsmore,52,Biological Sciences,Genetics,Rady Children's Hospital-San Diego,United States,Male
ur.0617555234.90,Bjorn Heine Strand,27,Biomedical and Clinical Sciences,Nutrition and Dietetics,Sykehuset i Vestfold,Norway,Male
ur.0617565556.41,Yong Feng,16,Biomedical and Clinical Sciences,Clinical Sciences,Union Hospital Tongji Medical College Huazhong University of Science and Technology,China,Unknown
ur.0617566073.75,Yih-Kai Chan,11,Biomedical and Clinical Sciences,Cardiovascular Medicine and Haematology,Australian Catholic University,Australia,Unknown
ur.0617566447.87,Ahmed Abdelhak,8,Biomedical and Clinical Sciences,Clinical Sciences,"University of California, San Francisco",United States,Male
ur.0617575753.18,Johanna Drewelies,3,Psychology,Biological Psychology,Max Planck Institute for Human Development,Germany,Female
ur.0617605625.20,Banghua Liao,24,Biological Sciences,Genetics,West China Hospital of Sichuan University,China,Unknown
ur.0617620117.55,Johannes Steinfurt,28,Biological Sciences,Genetics,University of Freiburg,Germany,Male
ur.0617630064.80,F. Yesim Demirci,9,Psychology,Biological Psychology,University of Pittsburgh,United States,Female
ur.0617633341.30,Jan Freijer,14,Biomedical and Clinical Sciences,Clinical Sciences,Boehringer Ingelheim Pharma GmbH and Co KG,Germany,Unknown
ur.0617634460.87,Michele Piana,1037,Biomedical and Clinical Sciences,Biological Psychology,Ospedale Policlinico San Martino,Italy,Female
ur.0617641433.29,Margaret A. Taub,1,Biomedical and Clinical Sciences,Genetics,Johns Hopkins University,United States,Female
ur.0617657467.57,Daniel Martins,3,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,King's College London,United Kingdom,Male
ur.0617660402.09,Kentaro Morita,203,Psychology,Biological Psychology,The University of Tokyo,Japan,Male
ur.0617663565.48,Jana Anderson,12,Health Sciences,Public Health,University of Glasgow,United Kingdom,Unknown
ur.0617666362.67,Shorena Janelidze,36,Biological Sciences,Biochemistry and Cell Biology,Lund University,Sweden,Female
ur.0617672232.75,Yongxin Mu,22,Biomedical and Clinical Sciences,Medical Physiology,"University of California, San Diego",United States,Unknown
ur.0617704142.91,Juan Su,45,Biomedical and Clinical Sciences,Clinical Sciences,Xiangya Hospital Central South University,China,Male
ur.0617704546.30,Anindita Ray,10,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,National Institute of Neurological Disorders and Stroke,United States,Female
ur.0617704700.49,Jin Li,16,Biomedical and Clinical Sciences,Clinical Sciences,Peking University,China,Female
ur.0617705030.96,Alessandro Serretti,12,Psychology,Biological Psychology,University of Bologna,Italy,Male
ur.0617715150.47,J Bernadette Moore,8,Biomedical and Clinical Sciences,Epidemiology,University of Leeds,United Kingdom,Female
ur.0617725771.39,Paola Magro,4,Biological Sciences,Genetics,University of Brescia,Italy,Female
ur.0617731316.25,Ruwei Ou,93,Health Sciences,Clinical Sciences,West China Hospital of Sichuan University,China,Unknown
ur.0617731636.11,Michael D George,6,Biomedical and Clinical Sciences,Clinical Sciences,University of Pennsylvania,United States,Male
ur.0617736615.23,Octavious Talbot,1,Biological Sciences,Genetics,Northwestern University,United States,Male
ur.0617747010.29,Ananya Roy,17,Biological Sciences,Bioinformatics and Computational Biology,Uppsala University,Sweden,Female
ur.0617761560.01,Whitley Aamodt,10,Biomedical and Clinical Sciences,,University of Pennsylvania,United States,Unknown
ur.0617765222.24,Eric F. van Furth,1,Biological Sciences,Genetics,Leiden University Medical Center,Netherlands,Male
ur.0617773733.28,Reagan R. Wetherill,36,Psychology,Biological Psychology,University of Pennsylvania,United States,Unknown
ur.0620027344.50,Ling Zhang,222,Biomedical and Clinical Sciences,Clinical Sciences,Moffitt Cancer Center,United States,Female
ur.0620030062.12,Fan Yang,33,Biomedical and Clinical Sciences,Epidemiology,Guangdong Provincial People’s Hospital,China,Female
ur.0620032133.87,Cristina Solé-Padullés,3,Psychology,Biological Psychology,University of Barcelona,Spain,Female
ur.0620061746.04,Shengru Guo,1,Psychology,Biological Psychology,University of Miami,United States,Unknown
ur.0620067127.76,Ji-Won Lee,165,Biomedical and Clinical Sciences,Nutrition and Dietetics,Yonsei University,South Korea,Female
ur.0620076055.03,Qiu-Ju Han,973,Biomedical and Clinical Sciences,Pharmacology and Pharmaceutical Sciences,Nankai University,China,Unknown
ur.0620106734.75,Gabi Kastenmüller,19,Biomedical and Clinical Sciences,Medical Biochemistry and Metabolomics,Helmholtz Zentrum München,Germany,Female
ur.0620115074.10,Kumaraswamy N. Chitrala,1,Biological Sciences,Genetics,National Institute on Aging,United States,Male
